id	document	label
1001017	80's comedies (especially ones with john cusak) are awesome. almost all are hillarious and instant classics and this film is no exception. plenty of nods to other films (i.e. godzilla and jaws) throug	1
1001018	having enjoyed koyaanisqatsi and powaqatsi i was looking forward to this third part of the qatsi trilogy and seeing what direction it had taken. rarely has a film so spectacularly failed to live up to	0
1001019	i watched full house when i was younger and i can not understand why i did. i don't remember really enjoying the show. i think i and the majority of americans watching this were hypnotized by its badn	0
1001020	a beautiful and touching movie that deserves a wider viewing than it is likely to get. semra turan plays aicha, a second generation turkish immigrant, who tries to break the mold. neither entirely at 	1
1001021	scream was wes craven's last decent thriller. since then there has been nothing but an unbearable streak of hollywood trash barely good enough for a blockbuster night, including the disappointment of 	1
1001022	another wonderful patterson book made into an incredibly awful movie. if the big budget movies don't work then why make a low budget made for t.v. movie that's 10 times worse! i am desperate for a goo	0
1001023	this film is an absolute classic for camp. that is why it was an elvira and mst3000 classic. everyone knows the story. scientist keeps his girlfriend's head alive in a lasagna pan in his basement whil	1
1001024	physical evidence is one of those films that you want to like but really should be a lot better than it actually is. developed as a sequel to jagged edge for glenn close and robert loggia, it gives th	0
1001025	i was seriously looking forward to seeing this film because it seemed truly promising from the coming attractions: jim carrey with godlike powers was an idea that most definitely worked for me. as a h	0
1001026	while thinking of the great escape i allowed my mind to wander back to this little gem of a movie from my childhood. i had read and re-read the autobiographical novel from 1949 which inspired it, and 	1
1001027	a remake of the 1916 silent film, based on the 1909 novel by maurice leblanc. the detective series would be made into numerous plays, films and tv series in the uk, the us, and france over the years. 	1
1001028	i found it a real task to sit through this film. the sound track was not the best and some of the accents made it difficult to understand what was being said. there was little to move the plot along a	0
1001029	along with virtually every republic picture ever made, murder in the music hall seems to have undeservably faded into oblivion. a shame, because this lusciously produced, expertly directed and written	1
1001030	people don't seem to be giving lensman enough credit where its due. a few issues have been overlooked which are key to understanding the lensman experience.the year: for the year it was made in (1984)	1
